id,attraction_id,description,website
820,154,2,2
820,156,3,3
820,160,3,3
820,161,3,4
820,163,2,3
820,164,3,3
820,167,4,3
820,168,1,2
820,169,3,3
820,170,2,2
820,171,2,3
820,172,3,3
820,173,3,4
820,174,3,3
820,178,-1,-1
820,180,3,2
820,181,2,4
820,182,4,4
820,183,3,3
820,184,3,3
820,185,3,4
820,187,4,4
820,188,3,3
820,189,2,3
820,190,4,4
820,193,4,4
820,194,3,4
820,195,3,3
820,196,2,2
820,198,3,4
820,199,4,4
820,200,2,1
821,101,1,1
821,102,2,2
821,105,2,2
821,107,3,3
821,108,1,1
821,110,1,1
821,111,2,2
821,112,2,2
821,113,3,3
821,114,2,2
821,115,2,2
821,116,1,1
821,120,2,2
821,121,3,2
821,122,2,2
821,124,1,1
821,125,1,1
821,126,1,1
821,127,2,2
821,128,2,2
821,131,2,2
821,132,0,0
821,133,2,1
821,135,0,0
821,137,1,1
821,138,1,1
821,140,0,0
821,141,1,1
821,142,0,0
821,143,0,0
821,144,0,0
821,145,2,2
821,146,1,1
821,147,1,1
821,149,1,1
821,150,1,1
821,152,1,1
821,153,3,2
821,154,2,2
821,156,1,1
821,160,0,0
821,161,1,1
821,163,1,1
821,164,1,1
821,167,1,1
821,168,0,0
821,169,1,1
821,170,0,0
821,171,1,1
821,172,1,1
821,173,2,2
821,174,2,2
821,178,2,2
821,180,1,1
821,181,1,1
821,182,1,1
821,183,1,1
821,184,1,1
821,185,1,1
821,187,2,2
821,188,1,1
821,189,0,0
821,190,1,1
821,193,3,2
821,194,0,0
821,195,1,1
821,196,2,2
821,198,2,2
821,199,2,2
821,200,1,1
822,101,4,4
822,102,4,3
822,105,3,3
822,107,1,4
822,108,4,4
822,110,4,4
822,111,4,4
822,112,4,4
822,113,2,3
822,114,2,1
822,115,4,4
822,116,4,4
822,120,2,1
822,121,4,4
822,122,3,3
822,124,1,2
822,125,4,4
822,126,4,4
822,127,2,2
822,128,4,4
822,131,4,4
822,132,3,1
822,133,4,3
822,135,2,3
822,137,2,3
822,138,2,3
822,140,3,3
822,141,3,3
822,142,0,1
822,143,4,4
822,144,2,2
822,145,4,3
822,146,0,1
822,147,4,4
822,149,1,2
822,150,3,3
822,152,1,2
822,153,3,3
822,154,3,3
822,156,1,2
822,160,1,1
822,161,4,4
822,163,4,4
822,164,2,2
822,167,2,3
822,168,1,2
822,169,2,3
822,170,0,0
822,171,2,3
822,172,1,2
822,173,2,2
822,174,3,3
822,178,4,3
822,180,2,3
822,181,1,3
822,182,3,3
822,183,2,2
822,184,3,3
822,185,2,3
822,187,4,4
822,188,2,3
822,189,1,1
822,190,4,4
822,193,4,3
822,194,0,1
822,195,1,2
822,196,0,1
822,198,1,1
822,199,2,3
822,200,3,2
823,101,3,4
823,102,2,3
823,105,3,4
823,107,3,3
823,108,2,1
823,110,3,3
823,111,3,3
823,112,3,3
823,113,2,2
823,114,4,4
823,115,3,3
823,116,1,1
823,120,3,3
823,121,3,2
823,122,2,3
823,124,3,2
823,125,3,4
823,126,4,4
823,127,4,4
823,128,3,3
823,131,4,3
823,132,1,2
823,133,2,3
823,135,2,1
823,137,2,3
823,138,2,3
823,140,4,3
823,141,3,2
823,142,3,3
823,143,3,2
823,144,1,1
823,145,3,3
823,146,3,3
823,147,2,4
823,149,3,2
823,150,2,1
823,152,3,3
823,153,4,2
823,154,4,3
823,156,4,3
823,160,2,2
823,161,3,2
823,163,3,2
823,164,1,1
823,167,2,2
823,168,1,1
823,169,3,3
823,170,1,2
823,171,3,2
823,172,3,2
823,173,3,4
823,174,3,3
823,178,2,3
823,180,3,3
823,181,3,2
823,182,2,1
823,183,2,2
823,184,3,4
823,185,3,3
823,187,4,4
823,188,1,2
823,189,3,2
823,190,3,3
823,193,4,3
823,194,2,3
823,195,2,2
823,196,3,3
823,198,4,4
823,199,3,4
823,200,2,1
824,101,4,4
824,102,4,3
824,105,3,4
824,107,3,3
824,108,4,4
824,110,4,4
824,111,3,2
824,112,4,3
824,113,3,3
824,114,3,1
824,115,3,3
824,116,4,4
824,120,3,4
824,121,4,4
824,122,4,4
824,124,4,4
824,125,4,4
824,126,4,4
824,127,4,3
824,128,4,4
824,131,4,4
824,132,4,4
824,133,4,4
824,135,3,3
824,137,3,4
824,138,4,4
824,140,4,4
824,141,4,4
824,142,1,1
824,143,4,4
824,144,2,1
824,145,3,2
824,146,2,2
824,147,4,4
824,149,3,1
824,150,4,3
824,152,3,3
824,153,3,3
824,154,3,3
824,156,4,3
824,160,3,2
824,161,3,3
824,163,4,4
824,164,3,2
824,167,4,4
824,168,3,2
824,169,4,4
824,170,1,2
824,171,3,2
824,172,3,3
824,173,3,3
824,174,3,4
824,178,3,4
824,180,3,3
824,181,2,2
824,182,2,3
824,183,2,3
824,184,3,4
824,185,4,4
824,187,4,3
824,188,4,4
824,189,3,3
824,190,4,3
824,193,3,3
824,194,2,2
824,195,3,2
824,196,3,3
824,198,3,3
824,199,3,3
824,200,3,2
825,101,2,4
825,102,3,4
825,105,1,2
825,107,2,3
825,108,1,3
825,110,3,3
825,111,2,2
825,112,1,1
825,113,4,3
825,114,3,4
825,115,1,2
825,116,4,4
825,120,4,3
825,121,4,4
825,122,2,3
825,124,2,3
825,125,3,4
825,126,3,3
825,127,4,4
825,128,2,3
825,131,4,4
825,132,2,2
825,133,3,3
825,135,0,0
825,137,2,1
825,138,0,0
825,140,2,2
825,141,3,3
825,142,0,0
825,143,3,2
825,144,0,0
825,145,3,3
825,146,0,0
825,147,2,4
825,149,1,0
825,150,1,1
825,152,2,2
825,153,2,2
825,154,1,3
825,156,2,2
825,160,0,0
825,161,0,0
825,163,2,2
825,164,1,1
825,167,1,1
825,168,0,0
825,169,3,4
825,170,0,0
825,171,1,2
825,172,4,3
825,173,1,1
825,174,2,3
825,178,3,4
825,180,1,2
825,181,2,1
825,182,2,3
825,183,3,2
825,184,2,3
825,185,3,3
825,187,3,3
825,188,2,2
825,189,0,1
825,190,4,4
825,193,2,3
825,194,0,0
825,195,2,1
825,196,4,4
825,198,2,3
825,199,3,3
825,200,0,1
826,101,4,4
826,102,3,3
826,105,3,2
826,107,1,3
826,108,3,4
826,110,4,4
826,111,3,1
826,112,4,4
826,113,4,3
826,114,3,2
826,115,2,4
826,116,3,4
826,120,4,4
826,121,2,1
826,122,3,3
826,124,4,4
826,125,4,4
826,126,3,1
826,127,2,1
826,128,3,4
826,131,4,3
826,132,4,4
826,133,4,2
826,135,2,1
826,137,4,3
826,138,3,3
826,140,2,3
826,141,2,2
826,142,1,1
826,143,4,4
826,144,1,1
826,145,4,4
826,146,1,2
826,147,3,4
826,149,1,1
826,150,0,1
826,152,4,2
826,153,4,3
826,154,3,4
826,156,3,3
826,160,3,2
826,161,3,4
826,163,3,2
826,164,2,2
826,167,4,3
826,168,1,0
826,169,3,4
826,170,2,2
826,171,3,2
826,172,3,3
826,173,4,3
826,174,3,2
826,178,3,2
826,180,2,1
826,181,2,3
826,182,3,4
826,183,2,4
826,184,3,2
826,185,2,2
826,187,2,3
826,188,3,3
826,189,3,3
826,190,4,4
826,193,2,3
826,194,3,3
826,195,2,4
826,196,4,4
826,198,2,3
826,199,3,3
826,200,1,1
827,101,2,2
827,102,3,3
827,105,4,4
827,107,3,3
827,108,4,4
827,110,2,3
827,111,2,2
827,112,2,2
827,113,2,3
827,114,1,1
827,115,3,3
827,116,2,4
827,120,3,3
827,121,3,3
827,122,2,2
827,124,2,2
827,125,4,4
827,126,2,2
827,127,2,2
827,128,3,3
827,131,3,4
827,132,3,3
827,133,2,2
827,135,2,2
827,137,3,4
827,138,2,1
827,140,2,2
827,141,1,1
827,142,2,2
827,143,4,4
827,144,0,0
827,145,2,2
827,146,2,2
827,147,2,2
827,149,1,1
827,150,2,2
827,152,2,2
827,153,3,3
827,154,2,3
827,156,1,2
827,160,1,1
827,161,3,3
827,163,3,3
827,164,3,3
827,167,3,2
827,168,1,2
827,169,2,3
827,170,2,2
827,171,2,2
827,172,4,4
827,173,1,2
827,174,2,2
827,178,2,3
827,180,2,2
827,181,2,2
827,182,1,2
827,183,1,1
827,184,2,2
827,185,2,2
827,187,2,2
827,188,2,2
827,189,2,2
827,190,2,2
827,193,3,3
827,194,2,2
827,195,1,0
827,196,2,1
827,198,2,3
827,199,2,2
827,200,0,0
828,101,3,4
828,102,2,4
828,105,1,1
828,107,3,4
828,108,1,1
828,110,3,4
828,111,4,4
828,112,2,4
828,113,3,4
828,114,1,4
828,115,1,3
828,116,1,4
828,120,2,1
828,121,3,2
828,122,3,4
828,124,3,4
828,125,4,4
828,126,1,0
828,127,3,2
828,128,3,4
828,131,3,4
828,132,3,4
828,133,3,4
828,135,1,1
828,137,4,3
828,138,2,3
828,140,3,3
828,141,4,4
828,142,2,1
828,143,3,3
828,144,1,2
828,145,3,2
828,146,3,4
828,147,3,4
828,149,1,1
828,150,4,4
828,152,4,4
828,153,3,2
828,154,2,4
828,156,2,4
828,160,3,4
828,161,4,2
828,163,3,3
828,164,4,2
828,167,4,3
828,168,2,4
828,169,3,3
828,170,3,4
828,171,2,1
828,172,3,2
828,173,1,3
828,174,3,4
828,178,4,4
828,180,2,1
828,181,0,0
828,182,1,4
828,183,4,4
828,184,4,4
828,185,4,4
828,187,4,2
828,188,4,4
828,189,1,1
828,190,4,4
828,193,0,1
828,194,1,3
828,195,1,3
828,196,4,4
828,198,3,4
828,199,3,4
828,200,3,3
829,101,3,3
829,102,3,3
829,105,4,4
829,107,2,1
829,108,4,3
829,110,2,3
829,111,3,3
829,112,3,3
829,113,2,2
829,114,2,2
829,115,3,2
829,116,3,3
829,120,3,3
829,121,1,1
829,122,3,3
829,124,4,4
829,125,3,4
829,126,2,2
829,127,2,2
829,128,3,4
829,131,4,4
829,132,4,4
829,133,3,3
829,135,1,1
829,137,3,3
829,138,2,2
829,140,2,2
829,141,3,3
829,142,4,4
829,143,3,3
829,144,2,1
829,145,3,3
829,146,4,4
829,147,3,3
829,149,1,1
829,150,1,1
829,152,3,3
829,153,3,2
829,154,2,3
829,156,3,3
829,160,3,3
829,161,3,4
829,163,2,2
829,164,3,1
829,167,4,3
829,168,1,2
829,169,1,1
829,170,1,2
829,171,3,2
829,172,3,3
829,173,2,3
829,174,2,2
829,178,1,2
829,180,2,2
829,181,1,4
829,182,1,2
829,183,1,1
829,184,3,3
829,185,1,1
829,187,3,3
829,188,2,3
829,189,1,3
829,190,1,3
829,193,2,2
829,194,1,1
829,195,1,1
829,196,1,1
829,198,2,3
829,199,2,2
829,200,2,2
830,101,4,4
830,102,4,4
830,105,4,4
830,107,1,1
830,108,4,4
830,110,4,4
830,111,2,3
830,112,1,1
830,113,4,4
830,114,4,4
830,115,2,4
830,116,0,0
830,120,4,4
830,121,4,4
830,122,1,1
830,124,2,2
830,125,4,4
830,126,4,4
830,127,4,4
830,128,4,4
830,131,4,4
830,132,2,2
830,133,4,4
830,135,4,4
830,137,4,4
830,138,1,2
830,140,4,4
830,141,3,4
830,142,4,4
830,143,4,4
830,144,0,1
830,145,4,4
830,146,4,4
830,147,2,4
830,149,1,1
830,150,3,3
830,152,2,2
830,153,3,2
830,154,3,4
830,156,4,4
830,160,3,3
830,161,0,1
830,163,4,4
830,164,4,4
830,167,4,4
830,168,3,3
830,169,4,4
830,170,1,2
830,171,3,3
830,172,3,3
830,173,1,3
830,174,3,4
830,178,4,4
830,180,3,1
830,181,3,3
830,182,0,3
830,183,0,1
830,184,3,4
830,185,4,4
830,187,1,2
830,188,1,3
830,189,1,1
830,190,4,4
830,193,2,3
830,194,0,0
830,195,0,0
830,196,4,4
830,198,4,4
830,199,3,4
830,200,0,0
831,101,2,3
831,102,4,4
831,105,3,3
831,107,4,4
831,108,4,4
831,110,3,2
831,111,3,3
831,112,3,3
831,113,3,4
831,114,3,2
831,115,4,3
831,116,4,4
831,120,2,1
831,121,3,4
831,122,1,2
831,124,1,1
831,125,4,4
831,126,3,3
831,127,2,1
831,128,4,4
831,131,4,4
831,132,1,2
831,133,3,3
831,135,2,2
831,137,4,4
831,138,3,0
831,140,1,2
831,141,4,4
831,142,4,4
831,143,2,2
831,144,1,0
831,145,3,1
831,146,4,4
831,147,2,1
831,149,0,0
831,150,1,2
831,152,4,4
831,153,3,2
831,154,2,3
831,156,2,2
831,160,3,2
831,161,3,4
831,163,4,4
831,164,4,2
831,167,3,1
831,168,0,0
831,169,4,4
831,170,0,0
831,171,2,3
831,172,3,2
831,173,3,3
831,174,3,3
831,178,2,3
831,180,3,4
831,181,3,3
831,182,1,0
831,183,3,3
831,184,4,4
831,185,3,2
831,187,4,3
831,188,4,4
831,189,1,4
831,190,3,4
831,193,3,3
831,194,0,1
831,195,0,0
831,196,3,3
831,198,2,3
831,199,3,3
831,200,1,0
832,101,2,4
832,102,2,2
832,105,2,3
832,107,3,4
832,108,2,3
832,110,2,4
832,111,3,3
832,112,2,3
832,113,1,2
832,114,3,2
832,115,3,4
832,116,2,2
832,120,3,2
832,121,2,4
832,122,3,1
832,124,1,1
832,125,3,3
832,126,3,2
832,127,1,1
832,128,3,4
832,131,4,4
832,132,0,1
832,133,2,3
832,135,0,1
832,137,2,2
832,138,0,2
832,140,4,4
832,141,2,4
832,142,2,2
832,143,3,4
832,144,1,1
832,145,3,3
832,146,2,2
832,147,2,4
832,149,1,1
832,150,2,3
832,152,3,2
832,153,3,2
832,154,1,4
832,156,3,1
832,160,0,0
832,161,2,4
832,163,1,1
832,164,1,1
832,167,1,1
832,168,0,2
832,169,2,4
832,170,0,0
832,171,0,0
832,172,1,2
832,173,2,2
832,174,3,4
832,178,2,3
832,180,1,0
832,181,0,2
832,182,0,1
832,183,1,2
832,184,0,1
832,185,3,2
832,187,3,4
832,188,2,3
832,189,0,2
832,190,2,4
832,193,2,4
832,194,1,2
832,195,1,1
832,196,1,1
832,198,3,4
832,199,3,4
832,200,0,2
833,101,3,4
833,102,2,2
833,105,2,1
833,107,3,2
833,108,3,2
833,110,2,2
833,111,3,3
833,112,2,3
833,113,1,1
833,114,0,0
833,115,3,4
833,116,1,3
833,120,4,4
833,121,3,2
833,122,1,1
833,124,1,1
833,125,4,4
833,126,2,2
833,127,0,0
833,128,4,4
833,131,4,4
833,132,1,2
833,133,3,4
833,135,2,2
833,137,2,2
833,138,2,2
833,140,2,2
833,141,3,4
833,142,1,2
833,143,3,3
833,144,2,2
833,145,0,1
833,146,3,3
833,147,2,3
833,149,1,0
833,150,2,3
833,152,2,2
833,153,3,4
833,154,1,3
833,156,1,2
833,160,2,3
833,161,3,3
833,163,3,3
833,164,3,3
833,167,3,3
833,168,1,0
833,169,1,2
833,170,0,1
833,171,1,2
833,172,2,2
833,173,1,1
833,174,3,3
833,178,-1,-1
833,180,2,2
833,181,2,1
833,182,1,1
833,183,2,2
833,184,2,2
833,185,2,2
833,187,3,2
833,188,2,2
833,189,2,3
833,190,2,4
833,193,2,3
833,194,0,0
833,195,1,1
833,196,0,0
833,198,1,1
833,199,2,3
833,200,2,2
834,101,1,2
834,102,2,1
834,105,3,3
834,107,2,3
834,108,4,4
834,110,3,4
834,111,3,3
834,112,2,3
834,113,1,1
834,114,2,3
834,115,3,2
834,116,2,3
834,120,3,3
834,121,2,1
834,122,2,3
834,124,3,4
834,125,4,4
834,126,2,4
834,127,3,2
834,128,3,4
834,131,3,3
834,132,3,4
834,133,2,1
834,135,1,0
834,137,2,1
834,138,1,1
834,140,2,2
834,141,2,3
834,142,1,1
834,143,3,3
834,144,1,0
834,145,3,3
834,146,1,1
834,147,3,3
834,149,0,0
834,150,1,1
834,152,1,1
834,153,2,3
834,154,3,1
834,156,2,3
834,160,2,0
834,161,3,3
834,163,2,1
834,164,3,3
834,167,2,3
834,168,1,0
834,169,2,1
834,170,1,1
834,171,2,1
834,172,2,1
834,173,2,3
834,174,3,3
834,178,2,0
834,180,2,1
834,181,2,2
834,182,1,3
834,183,2,1
834,184,3,3
834,185,1,0
834,187,2,3
834,188,1,3
834,189,1,1
834,190,1,1
834,193,2,1
834,194,1,0
834,195,2,0
834,196,2,3
834,198,2,1
834,199,2,1
834,200,0,0
835,101,1,3
835,102,3,4
835,105,4,4
835,107,1,4
835,108,1,1
835,110,4,4
835,111,3,3
835,112,3,3
835,113,0,1
835,114,3,4
835,115,3,3
835,116,2,2
835,120,3,4
835,121,1,2
835,122,1,2
835,124,2,3
835,125,3,4
835,126,1,2
835,127,3,3
835,128,2,3
835,131,3,3
835,132,3,4
835,133,1,3
835,135,1,3
835,137,3,3
835,138,1,3
835,140,3,3
835,141,3,3
835,142,4,4
835,143,3,3
835,144,0,1
835,145,-1,-1
835,146,4,4
835,147,3,4
835,149,4,4
835,150,3,4
835,152,3,4
835,153,3,4
835,154,2,3
835,156,3,4
835,160,3,4
835,161,2,3
835,163,3,4
835,164,2,2
835,167,4,4
835,168,3,3
835,169,3,4
835,170,3,4
835,171,2,3
835,172,3,4
835,173,3,4
835,174,3,3
835,178,3,4
835,180,3,3
835,181,3,3
835,182,0,2
835,183,2,3
835,184,3,4
835,185,3,3
835,187,3,3
835,188,3,4
835,189,1,2
835,190,2,3
835,193,3,4
835,194,3,4
835,195,2,2
835,196,3,4
835,198,3,4
835,199,3,2
835,200,1,2
836,101,2,3
836,102,3,3
836,105,3,3
836,107,3,3
836,108,4,4
836,110,2,3
836,111,3,4
836,112,3,3
836,113,2,2
836,114,1,1
836,115,4,4
836,116,2,3
836,120,0,0
836,121,0,0
836,122,3,4
836,124,4,4
836,125,3,4
836,126,3,3
836,127,2,2
836,128,3,3
836,131,3,3
836,132,3,3
836,133,3,3
836,135,3,3
836,137,4,4
836,138,3,3
836,140,4,4
836,141,3,3
836,142,0,0
836,143,4,4
836,144,2,3
836,145,4,4
836,146,1,1
836,147,3,4
836,149,3,3
836,150,1,1
836,152,3,3
836,153,3,3
836,154,2,3
836,156,3,3
836,160,2,2
836,161,4,4
836,163,4,4
836,164,3,3
836,167,4,4
836,168,2,3
836,169,3,3
836,170,0,0
836,171,3,3
836,172,3,3
836,173,2,3
836,174,3,3
836,178,3,3
836,180,3,3
836,181,4,4
836,182,1,2
836,183,3,3
836,184,3,3
836,185,3,3
836,187,2,2
836,188,3,3
836,189,3,3
836,190,3,3
836,193,3,4
836,194,0,0
836,195,1,1
836,196,2,2
836,198,2,2
836,199,2,1
836,200,2,2
837,101,3,3
837,102,3,3
837,105,2,2
837,107,2,3
837,108,3,3
837,110,4,4
837,111,3,3
837,112,3,3
837,113,3,3
837,114,4,4
837,115,3,4
837,116,4,4
837,120,1,1
837,121,3,3
837,122,3,3
837,124,4,4
837,125,2,3
837,126,2,3
837,127,4,4
837,128,3,3
837,131,3,3
837,132,3,3
837,133,3,3
837,135,2,1
837,137,2,2
837,138,1,1
837,140,1,3
837,141,3,3
837,142,4,4
837,143,3,3
837,144,2,2
837,145,4,4
837,146,4,4
837,147,4,4
837,149,1,2
837,150,2,2
837,152,3,1
837,153,3,2
837,154,3,3
837,156,3,3
837,160,2,2
837,161,2,1
837,163,2,2
837,164,3,3
837,167,3,3
837,168,1,1
837,169,3,3
837,170,2,2
837,171,1,2
837,172,2,2
837,173,3,3
837,174,3,3
837,178,3,3
837,180,2,2
837,181,1,1
837,182,1,1
837,183,3,2
837,184,3,3
837,185,2,2
837,187,3,3
837,188,2,2
837,189,2,1
837,190,3,3
837,193,0,2
837,194,3,3
837,195,2,2
837,196,3,3
837,198,3,3
837,199,3,2
837,200,2,2
838,101,4,4
838,102,4,4
838,105,1,3
838,107,3,3
838,108,4,3
838,110,4,4
838,111,4,4
838,112,4,4
838,113,4,4
838,114,3,1
838,115,4,4
838,116,4,4
838,120,4,4
838,121,4,4
838,122,4,4
838,124,4,4
838,125,4,4
838,126,4,4
838,127,4,4
838,128,4,4
838,131,4,4
838,132,3,2
838,133,4,4
838,135,4,4
838,137,3,3
838,138,4,4
838,140,4,4
838,141,4,4
838,142,4,4
838,143,4,4
838,144,2,1
838,145,4,4
838,146,4,4
838,147,4,4
838,149,2,0
838,150,4,4
838,152,3,2
838,153,4,4
838,154,4,4
838,156,4,4
838,160,4,4
838,161,2,1
838,163,4,3
838,164,2,1
838,167,3,3
838,168,4,3
838,169,4,4
838,170,1,0
838,171,4,3
838,172,2,2
838,173,3,3
838,174,4,4
838,178,4,4
838,180,4,4
838,181,3,2
838,182,3,1
838,183,2,3
838,184,2,2
838,185,4,4
838,187,4,4
838,188,3,3
838,189,4,4
838,190,4,4
838,193,4,4
838,194,1,0
838,195,2,2
838,196,4,4
838,198,4,4
838,199,4,4
838,200,0,0
839,101,2,2
839,102,2,3
839,105,1,3
839,107,3,2
839,108,2,3
839,110,3,3
839,111,2,3
839,112,2,3
839,113,1,1
839,114,2,2
839,115,2,4
839,116,3,4
839,120,3,4
839,121,1,2
839,122,3,3
839,124,3,2
839,125,3,4
839,126,2,2
839,127,2,2
839,128,1,3
839,131,3,3
839,132,2,3
839,133,2,2
839,135,2,2
839,137,2,2
839,138,3,3
839,140,1,3
839,141,2,2
839,142,1,2
839,143,3,2
839,144,2,2
839,145,2,3
839,146,1,2
839,147,2,3
839,149,2,3
839,150,2,2
839,152,2,2
839,153,2,2
839,154,3,4
839,156,2,3
839,160,3,3
839,161,2,3
839,163,2,2
839,164,2,2
839,167,3,3
839,168,1,2
839,169,2,4
839,170,1,2
839,171,2,3
839,172,2,1
839,173,3,2
839,174,3,3
839,178,2,4
839,180,1,4
839,181,2,1
839,182,2,2
839,183,1,2
839,184,2,2
839,185,3,2
839,187,2,2
839,188,2,2
839,189,1,2
839,190,3,2
839,193,2,3
839,194,2,2
839,195,2,1
839,196,3,3
839,198,2,3
839,199,2,3
839,200,2,2
840,101,2,3
840,102,3,3
840,105,1,2
840,107,2,3
840,108,2,3
840,110,2,1
840,111,3,3
840,112,3,3
840,113,4,4
840,114,2,2
840,115,3,3
840,116,2,3
840,120,1,3
840,121,2,2
840,122,3,3
840,124,2,3
840,125,3,4
840,126,2,1
840,127,1,0
840,128,3,4
840,131,3,3
840,132,1,2
840,133,3,3
840,135,2,1
840,137,3,2
840,138,1,1
840,140,3,3
840,141,2,3
840,142,1,1
840,143,3,3
840,144,1,1
840,145,3,3
840,146,1,1
840,147,2,2
840,149,1,0
840,150,2,3
840,152,2,1
840,153,3,2
840,154,1,3
840,156,1,3
840,160,2,3
840,161,2,1
840,163,3,3
840,164,2,2
840,167,1,2
840,168,1,1
840,169,2,2
840,170,1,1
840,171,3,3
840,172,3,2
840,173,1,1
840,174,2,2
840,178,3,3
840,180,3,3
840,181,1,2
840,182,3,3
840,183,3,3
840,184,1,1
840,185,3,3
840,187,2,1
840,188,2,3
840,189,-1,-1
840,190,3,3
840,193,3,4
840,194,1,1
