id,attraction_id,description,website
702,189,1,1
702,190,3,3
702,191,4,1
702,192,2,1
702,193,2,3
702,194,2,2
702,195,3,1
702,196,4,2
702,197,3,2
702,198,3,3
702,199,4,3
702,200,2,3
703,101,3,3
703,102,1,4
703,103,3,3
703,104,4,4
703,105,0,4
703,106,2,2
703,107,3,3
703,108,3,3
703,109,1,3
703,110,4,4
703,111,1,1
703,112,3,3
703,113,4,1
703,114,4,3
703,115,3,3
703,116,3,4
703,117,1,3
703,118,4,4
703,119,4,3
703,120,0,1
703,121,1,0
703,122,3,3
703,123,4,4
703,124,4,4
703,125,4,4
703,126,3,4
703,127,4,0
703,128,2,3
703,129,3,4
703,130,1,0
703,131,4,4
703,132,0,1
703,133,1,4
703,134,3,1
703,135,0,0
703,136,3,3
703,137,3,3
703,138,1,1
703,139,4,4
703,140,1,3
703,141,1,1
703,142,4,4
703,143,3,4
703,144,1,1
703,145,3,3
703,146,4,4
703,147,3,3
703,148,0,1
703,149,0,0
703,150,0,1
703,151,4,3
703,152,1,3
703,153,1,3
703,154,0,3
703,155,3,3
703,156,3,3
703,157,4,3
703,158,4,4
703,159,1,1
703,160,3,3
703,161,3,3
703,162,3,2
703,163,1,1
703,164,1,1
703,165,3,3
703,166,1,1
703,167,3,4
703,168,0,0
703,169,2,4
703,170,3,1
703,171,1,1
703,172,1,1
703,173,4,3
703,174,3,3
703,175,4,4
703,176,3,1
703,177,1,1
703,178,1,3
703,179,3,3
703,180,1,1
703,181,1,1
703,182,3,3
703,183,3,3
703,184,1,3
703,185,3,3
703,186,1,3
703,187,3,1
703,188,1,1
703,189,1,1
703,190,3,3
703,191,3,3
703,192,1,3
703,193,1,3
703,194,3,1
703,195,1,1
703,196,0,1
703,197,3,3
703,198,3,3
703,199,4,4
703,200,1,1
704,101,4,4
704,102,3,2
704,103,2,1
704,104,3,3
704,105,4,4
704,106,1,1
704,107,2,3
704,108,3,3
704,109,2,2
704,110,2,4
704,111,3,2
704,112,3,4
704,113,4,4
704,114,3,3
704,115,3,4
704,116,3,4
704,117,2,1
704,118,4,3
704,119,2,3
704,120,1,1
704,121,1,2
704,122,3,3
704,123,2,3
704,124,3,4
704,125,4,3
704,126,3,3
704,127,3,3
704,128,4,4
704,129,3,4
704,130,2,0
704,131,4,4
704,132,-1,-1
704,133,2,2
704,134,3,2
704,135,2,1
704,136,1,1
704,137,3,3
704,138,3,2
704,139,4,4
704,140,2,3
704,141,3,2
704,142,4,4
704,143,3,3
704,144,2,0
704,145,4,2
704,146,4,4
704,147,3,4
704,148,2,3
704,149,2,0
704,150,0,0
704,151,1,1
704,152,3,1
704,153,2,3
704,154,2,2
704,155,2,1
704,156,2,1
704,157,3,4
704,158,3,3
704,159,2,3
704,160,3,4
704,161,3,4
704,162,2,3
704,163,4,3
704,164,3,2
704,165,3,1
704,166,2,3
704,167,4,4
704,168,1,2
704,169,3,3
704,170,1,1
704,171,2,1
704,172,2,2
704,173,2,3
704,174,3,1
704,175,4,4
704,176,3,3
704,177,2,2
704,178,2,2
704,179,3,1
704,180,2,0
704,181,2,1
704,182,1,1
704,183,1,1
704,184,2,1
704,185,2,1
704,186,2,1
704,187,3,2
704,188,3,3
704,189,2,1
704,190,2,1
704,191,2,1
704,192,2,1
704,193,3,4
704,194,2,1
704,195,1,3
704,196,1,1
704,197,2,2
704,198,3,4
704,199,2,4
704,200,1,1
705,101,2,3
705,102,3,3
705,103,4,3
705,104,2,2
705,105,2,2
705,106,4,3
705,107,3,4
705,108,2,3
705,109,2,3
705,110,2,3
705,111,3,4
705,112,4,4
705,113,1,1
705,114,2,2
705,115,3,4
705,116,2,3
705,117,3,3
705,118,2,2
705,119,2,3
705,120,2,3
705,121,3,3
705,122,2,2
705,123,1,1
705,124,1,2
705,125,3,2
705,126,2,3
705,127,2,1
705,128,3,4
705,129,3,4
705,130,2,3
705,131,4,4
705,132,2,2
705,133,2,1
705,134,1,1
705,135,2,1
705,136,1,2
705,137,3,3
705,138,1,2
705,139,2,3
705,140,3,3
705,141,3,4
705,142,3,3
705,143,3,3
705,144,2,2
705,145,3,3
705,146,3,3
705,147,2,3
705,148,2,2
705,149,0,2
705,150,1,1
705,151,2,3
705,152,2,2
705,153,3,2
705,154,2,3
705,155,1,1
705,156,2,3
705,157,3,3
705,158,2,3
705,159,2,2
705,160,1,1
705,161,3,4
705,162,2,1
705,163,3,3
705,164,1,2
705,165,3,4
705,166,2,2
705,167,3,4
705,168,0,2
705,169,3,4
705,170,0,2
705,171,2,3
705,172,2,2
705,173,3,3
705,174,3,3
705,175,2,2
705,176,3,2
705,177,2,2
705,178,3,4
705,179,1,2
705,180,1,2
705,181,2,2
705,182,2,3
705,183,2,2
705,184,2,2
705,185,4,3
705,186,2,2
705,187,3,3
705,188,3,3
705,189,1,2
705,190,3,3
705,191,3,3
705,192,3,3
705,193,3,4
705,194,1,2
705,195,2,2
705,196,3,3
705,197,3,4
705,198,3,3
705,199,4,3
705,200,3,3
706,101,3,3
706,102,2,2
706,103,1,1
706,104,4,4
706,105,2,3
706,106,3,3
706,107,3,3
706,108,4,4
706,109,1,1
706,110,4,4
706,111,3,4
706,112,4,4
706,113,2,3
706,114,3,3
706,115,1,4
706,116,4,4
706,117,3,3
706,118,3,3
706,119,3,3
706,120,2,3
706,121,2,3
706,122,4,4
706,123,2,2
706,124,2,2
706,125,4,4
706,126,3,3
706,127,1,1
706,128,4,4
706,129,4,4
706,130,2,2
706,131,4,4
706,132,1,1
706,133,4,3
706,134,3,3
706,135,2,2
706,136,3,2
706,137,4,4
706,138,4,4
706,139,4,4
706,140,3,3
706,141,3,3
706,142,3,2
706,143,4,4
706,144,3,2
706,145,2,2
706,146,2,2
706,147,2,3
706,148,0,0
706,149,2,1
706,150,3,3
706,151,4,3
706,152,4,4
706,153,3,3
706,154,2,2
706,155,3,3
706,156,3,3
706,157,3,4
706,158,2,3
706,159,3,4
706,160,3,3
706,161,4,4
706,162,4,4
706,163,4,4
706,164,4,3
706,165,4,4
706,166,4,4
706,167,4,4
706,168,0,0
706,169,3,3
706,170,0,0
706,171,2,3
706,172,3,3
706,173,3,3
706,174,3,3
706,175,1,1
706,176,3,3
706,177,3,4
706,178,3,3
706,179,4,4
706,180,1,2
706,181,3,3
706,182,2,2
706,183,4,4
706,184,4,4
706,185,4,4
706,186,4,4
706,187,2,2
706,188,4,4
706,189,4,4
706,190,4,4
706,191,4,4
706,192,3,2
706,193,3,3
706,194,4,4
706,195,3,4
706,196,3,3
706,197,3,3
706,198,3,3
706,199,1,4
706,200,1,2
707,101,2,2
707,102,3,1
707,103,3,0
707,104,2,3
707,105,3,3
707,106,3,4
707,107,2,0
707,108,2,1
707,109,1,1
707,110,2,3
707,111,2,0
707,112,3,3
707,113,3,3
707,114,1,1
707,115,2,1
707,116,2,2
707,117,3,1
707,118,3,3
707,119,3,3
707,120,2,0
707,121,2,2
707,122,2,1
707,123,2,1
707,124,2,3
707,125,3,2
707,126,2,1
707,127,2,1
707,128,3,2
707,129,2,3
707,130,2,2
707,131,3,3
707,132,2,2
707,133,2,3
707,134,2,2
707,135,2,1
707,136,2,2
707,137,3,2
707,138,2,1
707,139,3,4
707,140,2,0
707,141,2,3
707,142,0,0
707,143,3,3
707,144,3,1
707,145,3,1
707,146,3,3
707,147,3,2
707,148,0,0
707,149,1,1
707,150,2,0
707,151,3,2
707,152,2,3
707,153,3,1
707,154,2,1
707,155,2,3
707,156,3,1
707,157,3,3
707,158,2,3
707,159,2,3
707,160,2,1
707,161,3,3
707,162,2,2
707,163,2,3
707,164,2,2
707,165,2,2
707,166,2,2
707,167,3,0
707,168,2,2
707,169,2,0
707,170,1,0
707,171,2,3
707,172,2,3
707,173,3,3
707,174,3,1
707,175,3,2
707,176,2,2
707,177,2,3
707,178,2,3
707,179,2,1
707,180,2,2
707,181,2,2
707,182,3,3
707,183,2,1
707,184,2,1
707,185,3,0
707,186,2,2
707,187,3,1
707,188,2,3
707,189,3,3
707,190,2,1
707,191,4,4
707,192,2,0
707,193,4,3
707,194,3,3
707,195,2,2
707,196,1,2
707,197,2,0
707,198,3,3
707,199,3,2
707,200,3,1
708,101,1,1
708,102,4,3
708,103,3,2
708,104,2,2
708,105,1,3
708,106,2,1
708,107,3,3
708,108,3,3
708,109,0,1
708,110,1,2
708,111,4,3
708,112,3,4
708,113,4,4
708,114,4,4
708,115,1,1
708,116,3,4
708,117,4,3
708,118,2,1
708,119,2,3
708,120,4,4
708,121,3,4
708,122,2,3
708,123,1,0
708,124,1,1
708,125,3,4
708,126,3,3
708,127,3,4
708,128,3,3
708,129,3,3
708,130,1,1
708,131,4,4
708,132,2,1
708,133,1,1
708,134,1,0
708,135,0,0
708,136,0,1
708,137,3,3
708,138,4,4
708,139,3,4
708,140,1,1
708,141,2,3
708,142,1,1
708,143,2,3
708,144,0,0
708,145,4,4
708,146,3,3
708,147,1,0
708,148,0,0
708,149,1,1
708,150,3,3
708,151,3,3
708,152,3,3
708,153,4,4
708,154,2,3
708,155,3,3
708,156,3,3
708,157,4,3
708,158,1,1
708,159,0,1
708,160,1,1
708,161,3,3
708,162,2,3
708,163,4,3
708,164,3,3
708,165,3,4
708,166,4,4
708,167,4,3
708,168,0,0
708,169,3,1
708,170,4,4
708,171,1,3
708,172,3,4
708,173,4,4
708,174,4,3
708,175,3,4
708,176,2,3
708,177,2,3
708,178,2,1
708,179,2,2
708,180,4,3
708,181,3,4
708,182,3,3
708,183,2,3
708,184,4,4
708,185,2,1
708,186,1,3
708,187,3,4
708,188,4,4
708,189,1,3
708,190,3,3
708,191,4,4
708,192,1,1
708,193,3,3
708,194,3,3
708,195,2,1
708,196,3,3
708,197,4,4
708,198,4,4
708,199,3,3
708,200,1,1
709,101,2,3
709,102,2,1
709,103,2,3
709,104,2,3
709,105,2,3
709,106,1,1
709,107,2,3
709,108,2,2
709,109,2,2
709,110,1,2
709,111,3,3
709,112,4,4
709,113,3,3
709,114,2,2
709,115,2,1
709,116,2,3
709,117,2,2
709,118,2,3
709,119,2,3
709,120,1,1
709,121,1,2
709,122,3,3
709,123,3,2
709,124,1,2
709,125,3,4
709,126,2,3
709,127,2,3
709,128,3,3
709,129,3,3
709,130,2,2
709,131,3,3
709,132,1,1
709,133,3,3
709,134,2,2
709,135,1,1
709,136,2,3
709,137,3,2
709,138,2,2
709,139,3,4
709,140,1,1
709,141,2,1
709,142,1,1
709,143,2,2
709,144,2,2
709,145,2,3
709,146,1,1
709,147,2,2
709,148,1,2
709,149,0,0
709,150,1,1
709,151,2,2
709,152,2,2
709,153,2,1
709,154,1,2
709,155,2,2
709,156,2,3
709,157,1,2
709,158,2,3
709,159,2,3
709,160,3,2
709,161,2,3
709,162,2,3
709,163,2,2
709,164,1,1
709,165,4,3
709,166,2,2
709,167,3,3
709,168,2,3
709,169,2,2
709,170,2,3
709,171,2,2
709,172,2,2
709,173,1,2
709,174,2,2
709,175,2,2
709,176,2,2
709,177,2,2
709,178,2,3
709,179,2,1
709,180,2,2
709,181,3,3
709,182,3,3
709,183,2,2
709,184,2,2
709,185,1,1
709,186,2,3
709,187,3,3
709,188,2,2
709,189,2,4
709,190,3,3
709,191,1,1
709,192,2,1
709,193,2,3
709,194,1,2
709,195,2,2
709,196,1,2
709,197,2,2
709,198,2,3
709,199,2,3
709,200,1,1
710,101,4,4
710,102,3,1
710,103,3,4
710,104,4,3
710,105,3,4
710,106,3,0
710,107,3,3
710,108,4,4
710,109,4,1
710,110,4,4
710,111,3,2
710,112,3,3
710,113,1,0
710,114,0,0
710,115,4,4
710,116,4,4
710,117,3,0
710,118,3,1
710,119,3,4
710,120,1,3
710,121,1,0
710,122,1,2
710,123,3,1
710,124,3,3
710,125,2,1
710,126,3,3
710,127,1,1
710,128,4,3
710,129,4,3
710,130,2,1
710,131,4,4
710,132,0,0
710,133,3,1
710,134,3,0
710,135,0,0
710,136,3,3
710,137,1,0
710,138,1,0
710,139,1,2
710,140,1,3
710,141,2,1
710,142,0,0
710,143,3,1
710,144,2,0
710,145,4,3
710,146,1,0
710,147,3,3
710,148,0,0
710,149,0,1
710,150,0,0
710,151,4,4
710,152,2,1
710,153,4,4
710,154,1,0
710,155,3,0
710,156,1,0
710,157,4,4
710,158,3,3
710,159,0,0
710,160,2,1
710,161,4,3
710,162,4,4
710,163,3,2
710,164,1,0
710,165,3,3
710,166,0,0
710,167,3,1
710,168,0,0
710,169,3,3
710,170,1,0
710,171,3,2
710,172,2,0
710,173,1,3
710,174,3,1
710,175,1,3
710,176,3,0
710,177,2,3
710,178,1,0
710,179,3,3
710,180,1,3
710,181,1,0
710,182,0,4
710,183,4,1
710,184,0,1
710,185,4,1
710,186,1,2
710,187,1,2
710,188,0,2
710,189,0,3
710,190,3,4
710,191,4,4
710,192,2,1
710,193,3,1
710,194,1,0
710,195,0,3
710,196,0,1
710,197,3,0
710,198,1,3
710,199,3,3
710,200,0,0
711,101,3,4
711,102,1,1
711,103,2,1
711,104,3,3
711,105,3,4
711,106,0,0
711,107,3,4
711,108,1,1
711,109,1,0
711,110,1,3
711,111,3,3
711,112,1,1
711,113,1,2
711,114,2,2
711,115,2,1
711,116,3,4
711,117,3,3
711,118,1,1
711,119,3,3
711,120,1,0
711,121,3,3
711,122,1,2
711,123,3,3
711,124,1,1
711,125,3,4
711,126,1,1
711,127,1,1
711,128,3,4
711,129,3,3
711,130,1,1
711,131,4,4
711,132,2,1
711,133,1,2
711,134,4,3
711,135,1,1
711,136,2,1
711,137,2,3
711,138,2,3
711,139,3,4
711,140,2,3
711,141,1,3
711,142,0,1
711,143,2,1
711,144,1,1
711,145,3,3
711,146,4,4
711,147,3,4
711,148,2,1
711,149,1,1
711,150,1,1
711,151,3,3
711,152,3,4
711,153,3,3
711,154,1,2
711,155,2,1
711,156,1,2
711,157,1,3
711,158,1,1
711,159,3,3
711,160,2,1
711,161,4,3
711,162,3,3
711,163,2,3
711,164,1,3
711,165,3,2
711,166,1,2
711,167,4,4
711,168,1,4
711,169,3,1
711,170,1,2
711,171,1,1
711,172,1,3
711,173,3,3
711,174,3,2
711,175,2,1
711,176,1,2
711,177,2,3
711,178,3,3
711,179,1,1
711,180,1,3
711,181,2,1
711,182,1,1
711,183,2,3
711,184,3,3
711,185,1,0
711,186,2,3
711,187,3,3
711,188,2,1
711,189,2,1
711,190,3,3
711,191,3,3
711,192,2,1
711,193,3,3
711,194,1,0
711,195,1,0
711,196,0,1
711,197,2,3
711,198,1,2
711,199,1,2
711,200,0,1
712,101,4,4
712,102,4,4
712,103,4,4
712,104,3,4
712,105,4,4
712,106,4,4
712,107,4,4
712,108,3,3
712,109,4,3
712,110,4,4
712,111,4,4
712,112,4,3
712,113,4,4
712,114,4,4
712,115,3,3
712,116,4,4
712,117,4,4
712,118,4,4
712,119,3,4
712,120,3,3
712,121,4,3
712,122,3,3
712,123,3,4
712,124,2,2
712,125,3,3
712,126,3,3
712,127,3,3
712,128,3,3
712,129,4,4
712,130,4,4
712,131,4,3
712,132,4,4
712,133,4,3
712,134,4,3
712,135,3,3
712,136,4,3
712,137,4,4
712,138,4,4
712,139,4,4
712,140,4,4
712,141,3,3
712,142,4,3
712,143,3,4
712,144,4,3
712,145,3,3
712,146,4,4
712,147,3,4
712,148,4,3
712,149,4,4
712,150,4,4
712,151,4,4
712,152,3,3
712,153,3,3
712,154,4,3
712,155,3,4
712,156,4,4
712,157,4,4
712,158,4,4
712,159,3,3
712,160,4,4
712,161,3,4
712,162,3,3
712,163,4,4
712,164,4,4
712,165,4,4
712,166,3,4
712,167,4,3
712,168,3,3
712,169,4,4
712,170,4,3
712,171,3,4
712,172,4,4
712,173,4,4
712,174,4,4
712,175,3,3
712,176,4,3
712,177,4,4
712,178,4,4
712,179,3,3
712,180,3,4
712,181,3,4
712,182,2,3
712,183,4,3
712,184,3,4
712,185,4,3
712,186,4,3
712,187,4,4
712,188,3,4
712,189,4,4
712,190,3,3
712,191,4,4
712,192,4,3
712,193,3,4
712,194,3,4
712,195,3,3
712,196,3,3
712,197,4,4
712,198,4,4
712,199,4,4
712,200,2,3
713,101,2,2
713,102,3,3
713,103,2,2
713,104,3,3
713,105,3,3
713,106,4,3
713,107,2,1
713,108,1,1
713,109,3,3
713,110,1,1
713,111,3,3
713,112,4,4
713,113,4,3
713,114,2,3
713,115,3,4
713,116,3,3
713,117,3,0
713,118,3,2
713,119,3,3
713,120,1,1
713,121,3,3
713,122,4,4
713,123,3,4
713,124,3,3
713,125,4,4
713,126,4,3
713,127,3,3
713,128,4,4
713,129,2,3
713,130,2,1
713,131,4,3
713,132,2,2
713,133,2,2
713,134,2,2
713,135,2,1
713,136,0,0
713,137,2,1
713,138,2,3
713,139,4,4
713,140,1,1
713,141,2,3
713,142,1,1
713,143,4,4
713,144,0,0
713,145,4,4
713,146,1,1
713,147,3,3
713,148,3,3
713,149,4,4
713,150,0,0
713,151,1,1
713,152,2,1
713,153,2,3
713,154,2,3
713,155,0,1
713,156,3,3
713,157,3,4
713,158,1,2
713,159,0,2
713,160,0,0
713,161,2,2
713,162,2,1
713,163,1,2
713,164,2,3
713,165,1,1
713,166,2,2
713,167,4,4
713,168,1,1
713,169,1,0
713,170,0,0
713,171,1,1
713,172,3,2
713,173,4,4
713,174,3,1
713,175,4,4
713,176,3,4
713,177,1,1
713,178,3,3
713,179,0,0
713,180,2,1
713,181,2,1
713,182,0,2
713,183,2,1
713,184,2,2
713,185,2,2
713,186,3,3
713,187,3,3
713,188,2,2
713,189,0,0
713,190,4,4
713,191,0,0
713,192,3,2
713,193,2,3
713,194,3,2
713,195,3,3
713,196,0,1
713,197,2,2
713,198,3,4
713,199,3,4
713,200,3,3
714,101,2,2
714,102,3,3
714,103,3,2
714,104,3,3
714,105,3,3
714,106,0,0
714,107,4,4
714,108,2,1
714,109,3,3
714,110,3,3
714,111,3,4
714,112,4,4
714,113,0,0
714,114,3,3
714,115,3,3
714,116,1,3
714,117,3,3
714,118,3,3
714,119,3,3
714,120,4,4
714,121,3,3
714,122,1,2
714,123,3,3
714,124,3,3
714,125,4,4
714,126,3,3
714,127,3,4
714,128,3,3
714,129,1,1
714,130,2,2
714,131,3,3
714,132,2,2
714,133,2,3
714,134,3,3
714,135,1,1
714,136,2,3
714,137,1,1
714,138,3,2
714,139,0,0
714,140,1,1
714,141,3,3
714,142,3,3
714,143,3,3
714,144,2,1
714,145,2,2
714,146,1,1
714,147,2,1
714,148,0,0
714,149,1,1
714,150,0,0
714,151,1,1
714,152,2,2
714,153,3,3
714,154,3,3
714,155,3,3
714,156,3,3
714,157,4,4
714,158,0,0
714,159,1,1
714,160,1,1
714,161,2,3
714,162,1,1
714,163,1,1
714,164,3,3
714,165,3,3
714,166,1,1
714,167,1,1
714,168,1,1
714,169,3,2
714,170,0,0
714,171,2,2
714,172,-1,-1
714,173,1,3
714,174,3,3
714,175,3,3
714,176,4,2
714,177,3,3
714,178,3,3
714,179,1,1
714,180,1,2
714,181,1,1
714,182,1,1
714,183,2,2
714,184,2,2
714,185,3,1
714,186,2,3
714,187,4,4
714,188,1,2
714,189,0,3
714,190,3,3
714,191,0,0
714,192,2,2
714,193,3,3
714,194,0,0
714,195,0,0
714,196,3,3
714,197,3,3
714,198,2,2
714,199,2,3
714,200,0,0
715,101,4,4
715,102,3,4
715,103,4,4
715,104,4,4
715,105,3,4
715,106,3,4
715,107,3,4
715,108,4,4
715,109,3,4
715,110,3,3
715,111,3,4
715,112,4,4
715,113,3,3
715,114,3,3
715,115,4,4
715,116,3,4
715,117,4,4
715,118,3,3
715,119,3,4
715,120,3,3
715,121,4,4
715,122,3,4
715,123,3,3
715,124,2,3
715,125,4,4
715,126,4,4
715,127,2,2
715,128,4,4
715,129,4,4
715,130,3,3
715,131,4,4
715,132,1,2
715,133,3,4
715,134,4,4
715,135,3,3
715,136,4,4
715,137,4,4
715,138,4,3
715,139,4,4
715,140,4,4
715,141,3,3
715,142,4,4
715,143,3,4
715,144,2,4
715,145,3,4
715,146,4,4
715,147,4,4
715,148,4,4
715,149,2,3
715,150,4,4
715,151,3,3
715,152,3,3
715,153,3,4
715,154,3,4
715,155,1,2
715,156,3,4
715,157,1,2
715,158,3,3
715,159,3,2
715,160,4,4
715,161,2,2
715,162,3,3
715,163,4,3
715,164,1,1
715,165,4,3
715,166,1,2
715,167,2,3
715,168,4,2
715,169,4,4
715,170,0,1
715,171,2,3
715,172,2,3
715,173,1,3
715,174,4,4
715,175,3,2
715,176,4,4
715,177,2,2
715,178,4,4
715,179,3,3
715,180,4,4
715,181,1,2
715,182,3,4
715,183,1,3
715,184,2,3
715,185,4,4
715,186,2,3
715,187,4,4
715,188,1,3
715,189,1,3
715,190,4,4
715,191,4,4
715,192,3,4
715,193,3,4
715,194,1,1
715,195,1,1
715,196,4,4
715,197,2,4
715,198,4,4
715,199,4,4
715,200,2,2
716,101,2,4
716,102,2,2
716,103,1,1
716,104,4,4
716,105,1,3
716,106,1,1
716,107,1,3
716,108,3,3
716,109,1,1
716,110,2,3
716,111,1,2
716,112,2,2
716,113,3,4
716,114,1,0
716,115,3,3
716,116,2,4
716,117,3,4
716,118,1,2
716,119,1,1
716,120,1,1
716,121,1,1
716,122,1,2
716,123,0,0
716,124,1,1
716,125,4,4
716,126,2,2
716,127,1,0
716,128,3,3
716,129,4,4
716,130,1,2
716,131,4,4
716,132,1,1
716,133,4,4
716,134,1,3
716,135,1,3
716,136,2,3
716,137,3,3
716,138,3,4
716,139,4,4
716,140,2,3
716,141,2,3
716,142,0,0
716,143,2,3
716,144,2,1
716,145,2,2
716,146,1,1
716,147,2,4
716,148,1,2
716,149,0,1
716,150,1,1
716,151,3,4
716,152,2,3
716,153,1,1
716,154,1,1
716,155,1,3
716,156,1,1
716,157,0,1
716,158,0,0
716,159,-1,-1
716,160,2,2
716,161,2,3
716,162,1,2
716,163,2,2
716,164,2,3
716,165,3,4
716,166,3,3
716,167,3,4
716,168,1,3
716,169,1,1
716,170,0,0
716,171,2,3
716,172,3,4
716,173,1,2
716,174,2,2
716,175,0,0
716,176,2,2
716,177,2,2
716,178,1,1
716,179,2,3
716,180,3,3
716,181,2,4
716,182,2,3
716,183,2,3
716,184,2,3
716,185,3,3
716,186,1,3
716,187,1,2
716,188,3,3
716,189,2,3
716,190,2,3
716,191,1,1
716,192,4,4
716,193,2,3
716,194,1,2
716,195,1,1
716,196,0,1
716,197,1,1
716,198,1,1
716,199,1,1
716,200,1,0
717,101,4,2
717,102,3,3
717,103,4,4
717,104,4,4
717,105,4,2
717,106,3,1
717,107,2,4
717,108,4,1
717,109,1,0
717,110,4,4
717,111,3,1
717,112,3,4
717,113,4,3
717,114,1,2
717,115,4,1
717,116,4,3
717,117,3,1
717,118,1,1
717,119,2,1
717,120,1,4
717,121,0,0
717,122,2,3
717,123,1,1
717,124,2,1
717,125,4,3
717,126,4,3
717,127,1,1
717,128,-1,-1
717,129,4,3
717,130,2,4
717,131,4,4
717,132,4,2
717,133,4,4
717,134,4,3
717,135,1,0
717,136,4,1
717,137,3,3
717,138,3,1
717,139,4,4
717,140,2,4
717,141,4,4
717,142,3,4
717,143,4,4
717,144,4,3
717,145,2,3
